measured_from,datetime,lat,lng,precise
P1,2022-06-26 10:51:34,46.5213583333333,6.57389444444444,on
P1,2022-06-26 10:52:09,46.5213388888889,6.57385277777778,on
P1,2022-06-26 10:53:21,46.5213388888889,6.57385,on
P1,2022-06-26 10:53:45,46.5213388888889,6.57385,on
P1,2022-06-26 10:54:41,46.5213388888889,6.57385,on
P1,2022-06-26 10:55:43,46.5213388888889,6.57385,on
P1,2022-06-26 10:57:47,46.5213361111111,6.573925,on
P1,2022-06-26 10:59:17,46.5213361111111,6.573925,on
P1,2022-06-26 10:59:57,46.5213583333333,6.57388333333333,on
P1,2022-06-26 11:01:32,46.5213194444444,6.57392222222222,on
P1,2022-06-26 11:03:35,46.521325,6.57399722222222,on
P1,2022-06-26 11:04:13,46.521325,6.57399722222222,on
P1,2022-06-26 11:05:38,46.521325,6.57399722222222,on
P1,2022-06-26 11:06:08,46.5213583333333,6.57389722222222,on
P1,2022-06-26 11:06:32,46.5213583333333,6.57389166666667,on
P1,2022-06-26 11:07:29,46.5213583333333,6.57388888888889,on
P1,2022-06-26 11:08:09,46.5214111111111,6.57382777777778,on
P1,2022-06-26 11:09:00,46.5214166666667,6.57382777777778,on
P1,2022-06-26 11:09:50,46.5214166666667,6.57382777777778,on
P1,2022-06-26 11:11:34,46.5213444444444,6.57396666666667,on
P1,2022-06-26 11:13:42,46.5213444444444,6.57396666666667,on
P1,2022-06-26 11:14:15,46.5213444444444,6.57396666666667,on
P1,2022-06-26 11:15:45,46.52135,6.57385277777778,on
P1,2022-06-26 11:16:32,46.52135,6.57385277777778,on
P1,2022-06-26 11:16:58,46.52135,6.57385277777778,on
P1,2022-06-26 11:17:34,46.52135,6.57385277777778,on
P1,2022-06-26 11:18:01,46.52135,6.57385277777778,on
P1,2022-06-26 11:18:39,46.5213388888889,6.57394444444444,on
P1,2022-06-26 11:19:07,46.5213472222222,6.57390277777778,on
P1,2022-06-26 11:19:35,46.5213472222222,6.57390277777778,on
P1,2022-06-26 11:20:00,46.5213472222222,6.57390277777778,on
P1,2022-06-26 11:20:44,46.5213472222222,6.57390277777778,on
P1,2022-06-26 11:21:17,46.5213472222222,6.57390277777778,on
P1,2022-06-26 11:22:03,46.5213472222222,6.57390277777778,on
P1,2022-06-26 11:23:03,46.5213472222222,6.57390277777778,on
P1,2022-06-26 11:23:57,46.521375,6.57383333333333,on
P1,2022-06-26 11:24:24,46.5213805555556,6.57381111111111,on
P1,2022-06-26 11:25:04,46.5213805555556,6.57380833333333,on
P1,2022-06-26 11:25:58,46.5213805555556,6.57380833333333,on
P1,2022-06-26 11:26:32,46.5213611111111,6.57388055555556,on
P1,2022-06-26 11:27:01,46.5213611111111,6.57388333333333,on
P1,2022-06-26 11:27:28,46.5213611111111,6.57388333333333,on
P1,2022-06-26 11:28:08,46.5213611111111,6.57388333333333,on
